ImageName,Description,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral
577287d9edc2cb38800895a7.jpg,"Self Portrait with Cloud &amp; Cigarette.  The image features a woman sitting on a chair, wearing a tank top. She is looking at the camera, and there is a cigarette in her mouth. The woman appears to be the main focus of the scene.

In the background, there is a person standing, and another person is visible in the far right corner of the image. The room has a dining table, and a handbag can be seen placed on the floor. The overall atmosphere of the scene is casual and relaxed.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57727dd9edc2cb3880e90d51.jpg,"Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair.  The painting depicts a lively scene of people riding horses and walking around in a town square. There are several horses scattered throughout the scene, with some closer to the foreground and others further back.

A large group of people can be seen in the image, with some individuals riding horses and others walking around. The people are dispersed throughout the scene, with some closer to the foreground and others further back.

In the background, there is a church visible, adding to the historical and cultural atmosphere of the town square. The overall scene is bustling and full of life, showcasing the daily activities of the town's residents.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57726f83edc2cb3880bb117d.jpg,"Don Quixote and Sancho Pansa Having a Rest under a Tree.  The image depicts a group of men sitting and resting under a tree. There are three men in the scene, with one man sitting on the ground and the other two sitting on a rock. The men appear to be enjoying their time together in a peaceful outdoor setting.

In the background, there are two horses, one closer to the left side of the image and the other further to the right. A backpack can also be seen on the ground, possibly belonging to one of the men.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
577286cdedc2cb3880056d93.jpg,"Red Rotation.  The image is a black and white painting featuring a large circle in the center. The circle is surrounded by a variety of shapes and colors, creating a visually interesting composition. The painting appears to be a modern art piece, showcasing the artist's creativity and skill in blending different elements to form a cohesive and captivating piece.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728742edc2cb388006c6c8.jpg,"Opus II n&#186; 40.  The image features a large, abstract painting with a mix of black and gold colors. The painting appears to be a collage of various shapes and sizes, creating a visually engaging piece. The black and gold colors give the painting a sense of depth and contrast, making it an interesting and captivating artwork.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
577284fbedc2cb3880ffab14.jpg,"Planets.  The image features a painting of a woman lying on the ground, possibly in a forest or a field. She is positioned in the center of the painting, and her body is depicted in a somewhat abstract manner. The painting also includes a few other elements, such as a bird in the top left corner and a vase in the top right corner. The overall scene appears to be a mix of nature and artistic expression.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287afedc2cb388007fc5b.jpg,"Spazio Luce.  The image features a large, blue wall with a few white streaks. The blue color is quite prominent, and the white streaks add a subtle contrast to the overall appearance. The wall appears to be a part of a building, possibly a commercial or public space. The blue and white color scheme creates a visually appealing and calming atmosphere.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728459edc2cb3880fdb65d.jpg,"Figure.  The image features a large, colorful painting of a person, possibly a woman, with a red background. The person in the painting appears to be lying down, possibly on a bed. The painting is displayed on a wall, and the colors and details create a vibrant and engaging visual experience.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5772819cedc2cb3880f501c7.jpg,"The Reaper.  The image features a painting with a brown heart shape in the center. The heart is surrounded by various shapes and colors, creating a visually interesting scene. The painting appears to be a combination of a heart and a donut, with the heart being the focal point. The colors and shapes in the painting create a vibrant and engaging visual experience.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577286a6edc2cb388004df04.jpg,"Corner Piece.  The image features a large, colorful painting of a person sitting on a chair. The painting is displayed on a wooden floor, and it appears to be a vibrant and lively piece of art. The colors and details of the painting create a sense of depth and movement, making it an eye-catching and engaging piece of art.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fe2edc2cb3880ef5ab8.jpg,"Atmospheric Effects I.  The image features a large, colorful painting with a mix of red, yellow, green, and blue hues. The painting is divided into three distinct sections, each with a different color. The red section is located on the left side, the yellow section is in the middle, and the green section is on the right side. The blue section is also present, but it is not as prominent as the other colors. The painting appears to be a representation of a colorful striped object, possibly a flag or a piece of artwork.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727014edc2cb3880bce964.jpg,"St. Apollonia.  The image features a woman dressed in a long pink gown, standing in a room. She is holding a wand in her hand, possibly a magic wand. The woman appears to be the main focus of the scene, and her attire and accessory suggest a fantasy or magical theme. The room she is in has a black background, which further emphasizes the woman's presence and the overall atmosphere of the painting.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
57726f48edc2cb3880ba012f.jpg,"Charles IV of Spain and his family.  The image depicts a group of people, including a man and a woman, standing in a room. The man is wearing a suit and a tie, while the woman is wearing a dress. They are surrounded by other people, some of whom are also wearing ties. The group appears to be posing for a picture, possibly in a formal setting.

There are several ties visible in the scene, with some being worn by the people and others placed on surfaces. The room also features a chair and a clock on the wall. The overall atmosphere of the scene suggests a formal gathering or event.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
577271d3edc2cb3880c2e4cf.jpg,"Portrait of Alexander Pushkin.  The image features a man with a beard and mustache, wearing a suit and tie. He is standing in front of a statue, possibly a bust of a man. The man appears to be looking at the camera, giving the impression of a portrait. The scene is set in a room with a dining table in the background. The man's attire and the presence of the statue suggest a formal or artistic setting.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
577284e7edc2cb3880ff375a.jpg,"View on the Cote d&#39;Azur, Menton.  The painting features a beautiful landscape with a mountain in the background. The scene is set in a village, with a red-roofed building and a tree in the foreground. The mountain is visible in the distance, and the village appears to be situated near the water.

There are several people in the scene, with one person standing near the center of the painting, another person closer to the right side, and a third person on the left side. The presence of these individuals adds a sense of life and activity to the serene landscape.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57726e47edc2cb3880b699f7.jpg,"French Coastal Scene.  The image depicts a picturesque scene of a beach with a row of houses situated near the water. The houses are painted in various colors, adding a vibrant touch to the scene. The sky above the houses is filled with clouds, creating a serene atmosphere.

There are several people scattered throughout the scene, likely enjoying the beach or the view of the houses. The presence of people and the houses by the water make the scene feel like a lively coastal community.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57728984edc2cb38800de804.jpg,"Greek Woman at the Bath.  The image features a woman standing on a balcony, wearing a white dress. She is holding a towel in her hand, possibly preparing to dry off after a bath. Another woman is kneeling down in front of her, possibly assisting her with the towel.

There are two vases in the scene, one located near the top left corner and the other in the top right corner. A bottle can be seen on the balcony, placed near the top right corner. The overall atmosphere of the scene suggests a relaxed and comfortable environment.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
57727023edc2cb3880bcfefa.jpg,"Christ Handing the Keys to St. Peter.  The image depicts a lively scene of people gathered in a courtyard, possibly in front of a church. There are at least 13 people in the scene, with some standing closer to the foreground and others further back.

A man is kneeling down, possibly receiving a blessing from another person. A key is also visible in the scene, possibly being used for a religious ceremony or a symbolic gesture. The overall atmosphere of the painting suggests a sense of community and spiritual connection among the people present.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5772842cedc2cb3880fd1c07.jpg,"Monturi with Red and Blue.  The image features a large, colorful painting with a mix of abstract and figurative elements. The painting is divided into two distinct sections, with a red and black color scheme in one area and a blue and white color scheme in the other. The red and black section is located towards the top left corner of the painting, while the blue and white section is situated in the lower right corner.

There are several small figures scattered throughout the painting, adding to the overall artistic composition. The painting appears to be a blend of various artistic styles, creating a visually engaging and dynamic piece.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727ffeedc2cb3880efda19.jpg,"Teacher in Morocco.  The image features a man with a long beard, wearing a brown robe and a red hood. He is holding a book in his hands, possibly reading or studying. The man appears to be the main focus of the scene, with the book being the most prominent object in the image.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577283d7edc2cb3880fbee6c.jpg,"Virgin Forest.  The image is a close-up of a painting, possibly a Jackson Pollock or a similar style. The painting features a mix of colors and textures, creating a visually engaging piece. The colors are predominantly green, with some red and blue accents. The painting appears to be a representation of a forest or a natural landscape, with a focus on the trees and the surrounding environment. The overall effect is a captivating and artistic display of the artist's skill and creativity.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57728204edc2cb3880f63d8a.jpg,"Clocher du Village.  The painting is a vivid depiction of a cityscape at night. The scene is bustling with activity, featuring a large building with many windows. The building is surrounded by a lively urban environment, with a mix of residential and commercial structures.

The painting captures the essence of a bustling city at night, with the lights from the buildings and streetlights illuminating the scene. The colors and details in the painting create a sense of depth and movement, making the cityscape feel dynamic and alive.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57728228edc2cb3880f6c6a5.jpg,"Wheatland with Woman of Shawl.  The image features a woman standing in a field, wearing a red dress. She appears to be looking up at the sky, possibly admiring the view or observing the weather. The woman is the main focus of the scene, and she is surrounded by a beautiful, natural environment.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
57728943edc2cb38800d2c83.jpg,"Boris Anrep in his Studio, 65 Boulevard Arago.  The image features a man sitting in a chair, with a large bust of himself positioned in front of him. The man appears to be looking at the bust, possibly admiring or analyzing it. The room is filled with various paintings, creating an artistic atmosphere.

There are several chairs in the room, with one close to the man and another one further away. A dining table is also present in the room, adding to the overall ambiance. The room is decorated with numerous paintings, some of which are hanging on the walls, while others are placed on the floor or on the dining table.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
57727f7bedc2cb3880ee1357.jpg,"Landscape.  The image is a painting of a harbor scene with a variety of boats and buildings. There are several boats of different sizes scattered throughout the scene, with some closer to the foreground and others further away. The buildings in the background add to the overall atmosphere of the painting. The scene is lively and captures the essence of a bustling harbor.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fb8edc2cb3880eecaef.jpg,"Dunes, Oceano.  The image is a black and white photograph of a sandy landscape, possibly a desert or a beach. The photograph captures the beauty of the sandy terrain, with its unique patterns and textures. The black and white nature of the photograph adds a sense of timelessness and artistic quality to the scene.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
577284e2edc2cb3880ff2f1e.jpg,"Figure with Legs Crossed.  The image features a statue of a woman, possibly a nude figure, with a green and blue color scheme. The statue appears to be made of clay, giving it a unique and artistic appearance. The woman's figure is the main focus of the painting, and her pose and expression are the main elements of the artwork. The overall composition of the painting is visually striking and thought-provoking.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5772798fedc2cb3880dbc750.jpg,"Ecce Homo.  The image depicts a group of people gathered around a man who is kneeling down. The man appears to be a religious figure, possibly a priest or a religious leader. The people surrounding him are engaged in a conversation, with some of them holding swords.

There are at least 13 people in the scene, with some of them standing closer to the man and others positioned further away. The swords held by the people vary in size and are scattered throughout the image. The overall atmosphere suggests a religious or political gathering.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
57728219edc2cb3880f6b0be.jpg,"S&#250;plica de In&#234;s de Castro.  The image depicts a scene from a painting, where a woman is kneeling down and holding a child. The woman appears to be a queen, and the child is a young boy. They are surrounded by other people, including a knight and a man in a suit.

In the room, there is a couch and a chair, as well as a vase placed on a surface. The painting captures the emotions and interactions between the people in the scene, creating a captivating visual experience.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
577283d0edc2cb3880fbe34c.jpg,"From a Riviera Window.  The image features a large, colorful painting with a mix of abstract and geometric shapes. The painting is composed of various colors, including red, blue, and yellow, creating a vibrant and dynamic scene. The artwork is displayed on a wall, showcasing its striking visual impact.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772812dedc2cb3880f3ad4d.jpg,"La Table.  The image is a colorful and abstract painting featuring a variety of objects and shapes. The painting is divided into three main sections, each with its own distinct elements.

In the top left section, there is a clock, a bird, and a boat. The top right section contains a bird, a boat, and a clock. The bottom left section features a boat, a clock, and a bird. The bottom right section includes a boat, a clock, and a bird.

The painting is a mix of different elements, creating a visually engaging and intriguing artwork.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727cd1edc2cb3880e5de05.jpg,"Woman and Her Goats in the Dunes.  The image features a woman walking her two sheep on a grassy hill. The woman is positioned in the center of the scene, while the two sheep are located on the left and right sides of the image. The woman is holding the leashes of the sheep, guiding them along the path. The scene captures a peaceful moment of the woman and her animals enjoying the outdoors.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
577280f3edc2cb3880f30270.jpg,"Save the Land.  The image is a painting featuring a person wearing a hat, possibly a beret, and a scarf. The person is surrounded by various elements, such as a cup, a vase, and a clock. The painting also includes a boat, a chair, and a potted plant. The person appears to be the focal point of the painting, with the other elements surrounding them.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57726ea4edc2cb3880b7e54e.jpg,"Harvesters Resting.  The image depicts a group of people gathered around a large pile of hay. There are at least 12 people in the scene, with some standing and others sitting or kneeling. They appear to be working together to move the hay, possibly for a project or event.

The hay is piled up in the center of the image, with people surrounding it from all sides. Some individuals are closer to the hay, while others are positioned further away. The scene captures the collaborative effort of the people as they work together on this task.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
577287c8edc2cb388008244b.jpg,"Golden Head.  The image features a close-up of a person's face, with a focus on their eyes. The face appears to be painted in a darker shade, giving it a dramatic and intense look. The person's face is the main subject of the painting, and the rest of the image is a blurry background. The overall effect is a striking and captivating portrait.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5772857fedc2cb38800120d4.jpg,"Mary Robinson as Perdita.  The image features a woman wearing a pirate hat and a green dress. She is the main subject of the painting, and her attire suggests a pirate theme. The woman appears to be looking at the viewer, possibly making a playful or mysterious expression. The painting captures her in a close-up view, emphasizing her unique appearance.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57727b73edc2cb3880e18b92.jpg,"Rye.  The painting features a large field with two windmills prominently placed in the foreground. The windmills are situated on opposite sides of the field, with one closer to the left side and the other near the right side. The field is filled with tall, dry grass, giving the impression of a dry, arid landscape. The scene appears to be set in a rural area, possibly in a countryside setting.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727d89edc2cb3880e7e8d7.jpg,"The Lute Player.  The image features a woman wearing a green dress, sitting and playing a guitar. She is the main focus of the painting, and her attire and instrument are well-portrayed. The woman appears to be enjoying her time, possibly playing a song or practicing her skills. The painting captures the essence of the woman's passion for music and her dedication to her craft.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
57727759edc2cb3880d461ff.jpg,"Portrait of Alexander Pushkin.  The image features a man wearing a suit and tie, sitting in a chair and looking at the viewer. He has a beard and is wearing a ring on his finger. The man appears to be the focal point of the painting, and his attire suggests a formal or professional setting. The painting captures the man's presence and expression, creating a sense of depth and focus.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57727696edc2cb3880d1f359.jpg,"Annunciation.  The painting depicts a scene of religious devotion, with a woman kneeling down and praying. She is accompanied by an angel, who is also kneeling down and appears to be offering comfort or guidance. The woman is wearing a red dress, and the angel is positioned to her right.

In the background, there is a chair and a book, possibly representing a study or a place of worship. The overall atmosphere of the painting is one of reverence and spiritual connection.",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
577285e4edc2cb388002632f.jpg,"Table.  The image features a mannequin wearing a black leather outfit, lying on a white fur rug. The mannequin is positioned on a table, giving the impression of a woman on her back. The scene appears to be a part of a fashion display or a creative art piece. The mannequin's outfit and the rug together create a visually striking scene.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57726ecdedc2cb3880b8857f.jpg,"The Seed of the Areoi.  The image features a woman sitting on a red blanket, possibly on a bed. She is wearing a blue and white dress and is holding a blue apple in her hand. The woman appears to be enjoying her time, possibly eating the apple.

The room has a few potted plants, with one on the left side of the woman and two others on the right side. There is also a bowl placed on the right side of the room, possibly containing more fruit or snacks.",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
5772845fedc2cb3880fdc0e9.jpg,"Terraced Garden in Mallorca.  The image features a beautiful, lush green hillside with a variety of trees and shrubs. The hillside is covered in a variety of trees, including cherry blossoms, which are scattered throughout the scene. The cherry blossoms are in full bloom, adding a vibrant touch to the landscape.

In addition to the cherry blossoms, there are other trees and shrubs, creating a diverse and picturesque environment. The hillside is also home to a few buildings, which are situated at the top of the hill. The combination of the lush greenery, the blossoming cherry blossoms, and the buildings on the hillside make for a captivating and serene scene.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59839e9cedc2c9658c2f54cd.jpg,"Arrachement.  The image features a black and white painting of a church steeple and a lighthouse. The church steeple is prominently displayed in the foreground, while the lighthouse is situated in the background. The scene is set on a beach, with the ocean in the background. The painting captures the essence of a serene and peaceful environment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727043edc2cb3880bd8d6a.jpg,"Souvenir of Mortefontaine.  The image depicts a group of people gathered in a park, sitting and standing near a tree. There are at least five people in the scene, with some of them closer to the tree and others further away. The people appear to be enjoying their time outdoors, possibly having a picnic or a casual gathering. The park setting and the presence of the tree create a relaxed and pleasant atmosphere.",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
577281caedc2cb3880f59ad8.jpg,"February 11th, 1866 - The Modern Romania.  The image features a woman standing on a rocky hill, holding a flag in her hand. She appears to be a warrior or a person of importance, as she is the main focus of the scene. The woman is wearing a dress, and the flag she holds is large and prominent in the image. The overall atmosphere of the painting suggests a sense of power and determination.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
577287c4edc2cb3880081d4b.jpg,"Elizabeth I - The Pelican Portrait.  The image features a woman wearing a fancy dress, likely a royal or courtly attire. She is wearing a necklace and has a crown on her head. The woman is the main focus of the painting, and she appears to be the center of attention.

In the background, there are two birds, one on the left side and the other on the right side of the painting. Additionally, there are two clocks in the scene, one located near the top left corner and the other near the top right corner. The presence of these objects adds to the overall aesthetic of the painting.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57728736edc2cb388006b3a6.jpg,"Head.  The image features a large, circular, and somewhat abstract painting. The painting is predominantly black and white, with a few other colors present. The circular shape of the painting is emphasized by the way it is framed within the image. The artwork appears to be a unique and intriguing piece, possibly inspired by the concept of a ""black hole.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577278cfedc2cb3880d93a9e.jpg,"The Virgin Reading.  The image features a woman sitting on a bench, reading a book. She is wearing a red dress and a hat, and she appears to be enjoying her time outdoors. The bench she is sitting on is located near a body of water, which adds to the serene atmosphere of the scene. The woman is the main focus of the painting, and her engagement with the book highlights the importance of reading and relaxation.",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
